sentence1	sentence2	label
If not the most beautiful , the chateau is certainly the most formidable in the Loire Valley , a real defensive fortress , its black ramparts still forbidding despite having had their towers decapitated on the orders of Henri III .	The beauty of the chateau can be attributed to the hard work that the designers had placed in its design .	neutral
In a magical space looking out over the sea , the beautifully sculpted columns of the cloister create a perfect framework of grace and delicacy for a moment 's meditation .	The cloister overlooking the ocean is a nice spot to meditate and reflect .	entailment
They capitalized on the natural resources by using the salt to cure fish , which they exported to their home country .	The use of salt on meats was revolutionary .	neutral
The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday ( with audio-visual shows in the afternoon ) , and on Saturday mornings .	The museum is only ever open in the afternoon .	contradiction
Vaikuntaperumal is a Vishnu temple of the same period , famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings .	The sculpture reliefs in the temple depict only mythological characters .	contradiction
Their rights have been the source of conflicts in the central government .	The conflicts within the central government have been going on for decades .	neutral
You 'll even be able to consult a traditional herbalist to cure your ailments .	Traditional herbalist are better than regular doctors .	neutral
Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km ( 4 miles ) from the Sudan border , in the ancient land of Nubia .	It was carved out of the cliffs of the Nile Valley and not made of stone .	entailment
If a trace of tropical lethargy still adds to the charm in this city of sidewalk cafe , palm trees , and pedicabs , any torpor definitely ends once inside the doors of Macau 's casinos , scene of some of the liveliest gambling west of Las Vegas .	Macau 's casinos are some of the dullest establishments in Asia .	contradiction
Sarawak pottery is ochre-colored with bold geometric designs .	Sarawak is a type of pottery that features bold geometric designs against an ochre-colored background .	entailment
Very few emperors were reluctant to submit to Fujiwara domination .	Not many rulers had any hesitation in submitting to Fujiwara .	entailment
Today , the island is little more than a forgotten backwater with few ferry connections to other islands , but its strong natural defenses gave it advantages in ancient times .	The backwater has been forgotten because it is surrounded by debris .	neutral
On 4 5 May a mass of mud and rocks was swept down by Pelee 's White River ( Riviyre Blanche ) over a factory , killing 25 people .	The mud and rocks stayed put .	contradiction
To reach Old Cairo take the Nile River Bus from the jetty near the Ramses Hilton hotel ; it will drop you at the terminus of Masr El-Qadeema ; or take the Cairo metro line 1 to Mari Girgis Station .	The Nile River Bus travels back and forth from Old Cairo several times each day .	neutral
If not the most beautiful , the chateau is certainly the most formidable in the Loire Valley , a real defensive fortress , its black ramparts still forbidding despite having had their towers decapitated on the orders of Henri III .	The chateau is certainly the least formidable in all of the Loire Valley .	contradiction
In Roman times a temple to Jupiter stood here , followed in the fourth century by the first Christian church , Saint-Etienne .	Saint-Etienne burned to the ground during the Roman times .	neutral
For big Raj-buffs , the supreme example of Indo-Gothic style is the Victoria Terminus , affectionately abbreviated to VT nowadays , once the railway station that launched adventures inland , now handling mostly suburban traffic .	Many famous explorers set off from the Victoria Terminus .	neutral
This northern beach of magnificent tan sand is most agreeably reached by boat .	The beach is the best place for walking on the beach .	neutral
Unrest and some political extremism have surfaced from time to time , but since aid from France is so vital , and French customs so ingrained , it seems almost inconceivable that the FWI will seek total independence as other Caribbean islands have done .	There is some political extremism stemming from the influx of refugees .	neutral
Part of the original design , they were destroyed by Emperor Aurangzeb , who refused images susceptible to idolatry .	The images have been restored by contemporary historians .	neutral
This provides insight into the important Japanese concept of katachi ( form ) , the rough equivalent of It is n't what you do ; it 's the way that you do it .	All Japanese people abide by the concept of katachi .	neutral
Ceter of the national aerosece industry , with a vigorous local culture and bright and breezy street life , this university city has an infectious enthusiasm to it .	The city has a staid , stuffy , uninspired feeling to it .	contradiction
Market Street is home to the Edinburgh CityArt Gallery , showcasing the work of up-and-coming artists .	The city art gallery features ancient and famous paintings .	contradiction
Troyes is also a center for shopping , with two outlet centers selling both French and international designer-name fashions and home accessories .	One of the outlet centers in Troyes sells Prada fashions .	neutral
Carmel Man , a relation of the Neanderthal family , lived here 600,000 years ago .	Carmel Man is still relatively well-preserved today , which is how we were able to estimate his age .	neutral
8th circa b.c.Greeks colonize Sicily and other southern regions	Before colonizing the southern regions , the Greeks conquered the northern regions .	neutral
The Palace of Jahangir is built around a square court with arches .	There is a court with arches in the Palace of Jahangir .	entailment
Those Creole men and women you 'll see dancing it properly have been moving their hips and knees that way since childhood .	Creole dances are learned from childhood .	entailment
Look for these items in the picturesque open-air market of Sa Penya ( Ibiza Town ) or for a wider selection at the bustling , covered central market in the newer part of town ( carrer d'Extremadura ) .	The newer part of town has a wider selection .	entailment
From there , take the road that heads back to the coast and Es Pujols , Formentera 's premier resort village .	Formentera 's premier resort village has swimming pools , bars and restaurants .	neutral
Despite a recent renovation , the Meadows Mall is the least appealing of the three suburban malls .	The Meadows Mall is not appealing because it is dirty and crowded and the stores are terrible .	neutral
There are slave irons , traditional island costumes , and an interesting French map of 1778 showing the theatre de la guerre ( theater of war ) between the Americans and the British .	The Americans won against the British is a quick skirmish .	neutral
The most comfortable courses are in the cooler hill stations , notably Cameron Highlands and Fraser 's Hill .	They built the stations where people could enjoy them year-round .	neutral
Governed by the great bendahara Mutahir with more diplomacy than military force , the sultanate asserted its supremacy over the whole Malay peninsula ( except for the northernmost Thai-held Patani region ) and across the Melaka Straits to the east coast of Sumatra .	Governed by the great bendahara Mutahir with diplomacy rather than military force .	entailment
Good spots for blues are Harvelle 's Blues Club in Santa Monica , Jack 's Sugar Shack in Hollywood , and the House of Blues in West Hollywood .	Harvelle 's Blues Club in Santa Monica is a terrible spot for blues shows .	contradiction
Loire Valley	A Lake in Loire .	contradiction
At the delta of the Rh ? ? ne , where its two arms spill into the Medi ? ­ter ? ­ra ? ­nean , the Camargue has been reclaimed from the sea to form a national nature reserve .	The reclamation effort was contracted out to a Dutch company that specializes in dikes and sea water management .	neutral
In the summer , the Sultan 's Pool , a vast outdoor amphitheatre , stages rock concerts or other big-name events .	There is an amphitheatre called the Sultan 's Pool .	entailment
France knew a good thing when she seized one , but then so did Britain .	France thought this was bad .	contradiction
Just as in ancient times , without the River Nile , Egypt could not exist .	Many Egyptians take for granted how important the nile river is .	neutral
Down the street from the statue is the Bank of Ireland , built in 1729 to house the Irish parliament .	The Bank of Ireland is down the street fro the statue	entailment
Pick up a map from the tourist office here and ask about walking tours .	No one is usually at the tourist office , so you 'll have to go somewhere else to find out about walking tours .	contradiction
It has long been influenced by their differing traits , and has assimilated their various customs and practices .	Their different traits have had no impact on any cultures .	contradiction
All of the islands are now officially and proudly part of France , not colonies as they were for some three centuries .	The islands voted to join France instead of being colonies .	neutral
There is very little to see here , or at the ruined Essene monastery of Qumran itself .	There are n't many things to look at here or at the ruined monastery .	entailment
To get a wonderful view of the whole stretch of river , and to stretch your legs in a beautiful parklike setting , climb up to the Ceteau de Marqueyssac and its jardins suspendus ( hanging gardens ) .	The grounds are barren and dilapidated .	contradiction
In this enclosed but airy building , you 'll find ladies with large machetes expertly chopping off hunks of kingfish , tuna , or shark for eager buyers .	Large machetes are used to cut the fish up for buyers .	entailment
St. Barts , of course , is completely undefended .	St. Barts is a military powerhouse .	contradiction
The emotional effect is undiminished , and the gory effects are usually horribly creative .	The emotional effect includes feelings of horror and dismay .	neutral
Look for the servant girl hurtled into hell for flirting with the devil .	The servant girl ascended to heaven for her good behavior .	contradiction
The game of billiards is also hot .	People hate playing billiards .	contradiction
Merrion Square West , Dublin 2 .	Across the street from a Burger King .	neutral
The Shore Temple , which has withstood the wind and the waves for 12 centuries , is made up of two shrines .	The Shore Temple has been lost to time .	contradiction
For an authentic feel of old Portugal , slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building ) , a fine example of colonial architecture .	Leal Senado is a perfect example of colonial building design .	entailment
9th circa b.c.First signs of pre-Roman Etruscans	The most accurate accounts of pre-Roman Etruscans .	neutral
If you are keen to learn Israeli folk dancing , the Bicurei Ha'etim Cellar in Heftman Street will teach you .	There is a place in Heftman Street that teaches Israeli folk dancing .	entailment
The contrast between the landscape of the central highlands and the south coast could not be more marked .	The contrast was unable to be marked .	contradiction
The disputes among nobles were not the first concern of ordinary French citizens .	Ordinary French citizens were not concerned with the disputes among nobles .	entailment
Cirque du Soleil 's The latest from the acclaimed international troupe , O dazzles in an aquatic environment that utilizes 1.5 million gallons ( 6.8 million liters ) of water .	Cirque du Soleil is an international troupe that performs a lot in Vegas .	neutral
There is very little left of old Ocho the scant remains of Ocho Rios Fort are probably the oldest and now lie in an industrial area , almost forgotten as the tide of progress has swept over the town .	The remains of the Ocho Rios Fort are most likely the oldest parts of the town .	entailment
Most of France went enthusiastically into World War I , and came out of it victorious yet bled white .	Most of France supported WWI .	entailment
Around the corner is the huge , domed , Neo-Classical Panth ? ? on .	Turn the corner to find the Neo-Classical Pantheon .	entailment
To reach any of the three Carbet falls , you must continue walking after the roads come to an end for 20 minutes , 30 minutes , or two hours respectively .	One route , that takes half an hour , passes through a treacherous ravine guarded by a pack of wolves and overlooked by vultures .	neutral
The order was founded by James VII ( James II of England ) and continues today .	The same order is still around after many years .	entailment
On the easternmost tip of Jamaica stands Morant Point Lighthouse , built in 1841 .	The Morant Point Lighthouse was built in the 19th Century .	entailment
This guide will introduce you to many , but not all , of the popular Aegean Islands .	The guide is a good book for tourists .	neutral
It has served as a fortress for the Gallo-Romans , the Visigoths , Franks , and medieval French ( you can see the layers of their masonry in the ramparts ) .	The fortress has been knocked down several times .	neutral
The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism .	There are no tourists on the road through the agricultural towns and fishing villages .	entailment
The central porch is still intact , depicting Jesus 's entry into Jerusalem , the Crucifixion , and other scenes from the Bible .	The central porch depicts Jesus entering Jerusalem , his crucifixion and other stories from the bible .	entailment
In Temple Bar , the bookshop at the Gallery of Photography carries a large selection of photographic publications , and the Flying Pig is a secondhand bookshop .	There is a bookshop at the gallery .	entailment
There is a good restaurant in the village , in addition to a well-stocked mini-market for self-catering visitors .	The village has a restaurant .	entailment
The experiment lasted only until Ahkenaten 's death when almost all records relating to the King were destroyed .	The experiment ended with Ahkenaten 's death when he was stabbed .	neutral
The rock has a soft texture and can be bought in a variety of shapes .	The texture of the rock comes from the way that it is formed .	neutral
Behind the cathedral , croseover the Rue de la R ? ? publique to the 15th-century Eglise Saint-Maclou , the richest example of Flam ? ­boy ? ­ant Gothic in the country .	Rue de la Republique is itself older than the Eglise Saint-Michel .	neutral
Even if you 're the kind of traveler who likes to improvise and be adventurous , do n't turn your nose up at the tourist offices .	There 's nothing worth seeing in the tourist offices .	contradiction
The Cooper Building forms the heart of L.A. 's Garment District , which is located southeast of central Downtown on Los Angeles Street .	L.A. 's Garment District is located southeast of central Downtown .	entailment
The tomb of Job Charnock , the Company official who founded the city of Caletta , is in the church cemetery .	The tomb of Job Charnock is in the church cemetery .	entailment
Some experts say there 's a greater chance of a making a catch in the cooler days of spring and autumn , and in the hours after sunset .	Experts say you should never try to make a catch after sunset .	contradiction
The equipment you need for windsurfing can be hired from the beaches at Tel Aviv ( marina ) , Netanya , Haifa ( at Bat Galim beach ) , Tiberias , and Eilat .	You can hire the equipment needed for windsurfing at Bat Galim Beach .	entailment
Divers can explore the deeps but you can also snorkel here , or take a glass-bottom boat or submarine tour to get a glimpse of this watery world .	You can snorkel here or take glass-bottomed boat tours .	entailment
Enter the realm of shopping malls , where everything you 're looking for is available without moving your car .	Everything can be found inside a shopping mall .	neutral
Friendly staff .	The staff is friendly .	entailment
You can either fly on TAP/Air Portugal ( 15-minute flight ) or take the ferry ( which leaves daily at 8am ; Tel . 291/226 511 ) .	Taking the plane will give you more departure timing options than the ferry .	neutral
On the northwestern Alpine frontier , a new state had appeared on the scene , destined to lead the movement to a united Italy .	The new Alpine state was destined to unite Italy .	entailment
Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson .	The Legacy Golf Club is just inside city limits .	contradiction
Aswan became a backwater following the decline of the Egyptian Empire , far removed from power bases at Alexandria and Cairo .	Aswan was out of favor with Egyptians until a dam was built .	neutral
In an atmosphere of economic crisis stagnant productivity , bank closures , and rising unemployment conservatives wanted somebody tougher , more dynamic than eternally compromising old-style politicians .	There was no such thing as a bank .	contradiction
In the 19th century , when Kashmir was the most exotic hill-station of them all , the maharaja forbade the British to buy land there , so they then hit on the brilliant alternative of building luxuriously appointed houseboats moored on the lakes near Srinagar .	The British built luxury houseboats on the lakes near Srinagar in the 19th century .	entailment
There followed the Balkan Wars , in which Turkey lost western Thrace and Macedonia , then World War I , into which Turkey entered on Germany 's side .	Turkey entered the first world war fighting against Germany .	contradiction
It 's an interesting account of the violent history of modern Israel , and ends in the Scafeld Room where nine Jews were executed .	The execution of nine Jews was an important turning point in modern Israel 's history .	entailment
Although a mile long , its name is misleading because it is not one street but several different streets .	It is a mile long , each street spanning about a quarter of a mile .	neutral
An important early material , obsidian , was discovered on the island of Milos .	They discovered obsidian on Milos .	entailment
The dramatic cliffs of the Serra de Tramuntana mountain range hug the coastline of the entire northwest and north , from Andratx all the way to the Cape of Formentor .	Andratx is near to the coast and the Serra de Tramuntana mountains .	entailment
New Madeirans traded sugar , the era 's dominant luxury item , with Britain and Flanders , and they proved skillful in the art of winemaking .	Salt was the dominant luxury item of the era .	contradiction
There are a number of these on Chatham Road South and around Cameron Street in Tsim Sha Tsui .	Some of these are outside Tsim Sha Tsui .	neutral
There are a number of expensive jewelry and other duty-free shops , all with goods priced in US dollars ( duty-free goods must always be paid for in foreign currency ) .	You can pay using the US dollar when buying goods from the duty-free shops .	contradiction
Tracking down the tiger is a subtle affair , and requires a degree of dedication , calm , and stealth .	It is best to be loud and make sudden movements to scare the tiger into the open .	contradiction
In the Blue Mountain National Park and the John Crow National Park , which together cover 78,200 hectares ( 193 , 200 acres ) , conservationists are attempting to halt the encroachment of local farmers and loggers .	Blue mountain National Park is preventing farmers from working there because the park already has farmers .	neutral
If you are keen to learn Israeli folk dancing , the Bicurei Ha'etim Cellar in Heftman Street will teach you .	The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing .	contradiction
Beautiful examples of enamelware , ceramics , and pottery are produced in great abundance , often following a Celtic theme .	Little pottery is produced that has a Celtic theme .	contradiction
After the death of Columbus in 1505 , Jamaica became the property of his son Diego , who dispatched Don Juan de Esquivel to the island as Governor .	Don Juan de Esquivel murdered Diego in 1505 in order to become Governor .	contradiction
Though prehistoric remains from the Paleolithic , Neolithic , and Bronze Ages have been unearthed in the Manzanares Valley , prior to Madrid 's sudden elevation to capital city in 1561 its history was rather undistinguished .	There were no remains in the Manzanares Valley .	contradiction
The island has a long history ; its marble deposits were coveted around the ancient world .	The marble from the island was desirable in ancient times .	entailment
His plan was a simple a symmetrical design with straight streets and grand squares .	A symmetrical design with straight streets was visible on his plan and echoed in hers .	neutral
Closed on Friday .	Not open on Friday .	entailment
On top is a broad plateau 650 metres ( 2,132 feet ) long by 300 metres ( 984 feet ) wide .	On top is a lake , there are n't any plateaus there .	contradiction
Take a picnic and enjoy an alfresco lunch at this spectacular spot .	Be sure to take bug spray and sun tan lotion .	neutral
The city was founded in the third millennium b.c . on the north shore of the bay , and reached a peak during the tenth century b.c . , when it was one of the most important cities in the Ionian Federation the poet Homer was born in S myrna during this period .	It was one of the most important cities due to its natural resources .	neutral
Folklore of Ibiza	Ibizan folklore is available in a written format .	neutral
Other Major Museums	Many huge museums can be found in the country .	neutral
After the execution of Guru Tegh Bahadur , his son , Guru Gobind Singh , exalted the faithful to be ever ready for armed defense .	Guru Tegh Bahadur has a son named Guru Gobind Singh	entailment
The best beach in Europe ' at least that 's the verdict of its regulars .	Regular beachgoers say that it is the best in Europe .	entailment
Search out the House of Dionysos and the House of the Trident with their simple floor patterns , and the House of Dolphins and the House of Masks for more elaborate examples , including Dionysos riding a panther , on the floor of the House of Masks .	The floor patterns of the House of the Trident are very intricate .	contradiction
There are a number of expensive jewelry and other duty-free shops , all with goods priced in US dollars ( duty-free goods must always be paid for in foreign currency ) .	Jewelry and duty-free shops are an interesting place to buy goods .	neutral
The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923 , and modern shops and restaurants have sprung up .	The city of Ankara has always been the capital of the nation .	contradiction
Keep your eyes open for Renaissance details , grand doorways , and views into lovely courtyards .	All of the doorways and courtyards have been completely remodeled since the Renaissance .	neutral
It 's thought he used the same architect who worked on the Taj Mahal .	In reality , he did not use the Taj Mahal 's architect .	neutral
So they set about clearing the land for agriculture , setting fire to massive tracts of forest .	They were not allowed to deforest for agricultural purposes .	contradiction
The cane plantations , increasingly in the hands of American tycoons , found a ready market in the US .	The US market was not ready for the cane plantations .	contradiction
A good time to visit is just at the end of the monsoon in October when you can see flocks of storks , egrets , and cormorants and it is ideally combined with a full-moon trip to the Taj , but there 's plenty to see all year round .	Cormorants can be seen at any time of year .	neutral
Intifada to the Present	From Intifada until now .	entailment
Built in a.d. 688 691 , it is decorated in thousands of exquisite , predominantly blue and yellow , Persian ceramic tiles , with Koranic scriptures on the lintels .	The Koranic scriptures on the Persian ceramic tiles depict various outdoor nature scenes .	neutral
In addition , Saracens invaded the Provencal coast from North Africa , and Magyar armies attacked Lor ? ­raine and Bur ? ­gun ? ­dy .	The armies of Mayar launched an attack on Lorraine and Burgundy .	entailment
The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century .	The Celts arrived during the Roman withdrawal .	entailment
Paris and its immediate surroundings are a magnet for tourists , students , businessmen , artists , inventors ' in short , everyone except perhaps the farmer and fisherman , who may well come to the city to protest government policies .	Farmers and fishermen are big fans of the government policies and have never thought to protest them .	contradiction
It recalls William Randolph Hearst 's castle in Caleornia , with its imaginative juxtaposition of ancient Roman and Chinese sculpture , fine Venetian glass chandeliers , Syvres porcelain , old Flemish masters , and naughty French erotica .	William Randolph Hearst did n't love chandeliers , but kept them to make his lady happy .	neutral
Most of France went enthusiastically into World War I , and came out of it victorious yet bled white .	Most of France felt patriotic and supportive of WWI .	entailment
The almost midtown Massabielle quarter ( faubourg de Massabielle ) , is sometimes described as the most picturesque in the city .	The most picturesque part of the city is in the south .	contradiction
The entire city was surrounded by open countryside with a scattering of small villages .	The countryside is very lovely and peaceful .	neutral
The m ? ? tro ( subway ) is the fastest way to move around the city , but the buses , both in the capital and the other big towns , are best for taking in the sights .	Taking the subway is much slower than taking the bus .	contradiction
Hearty Sabbath meals .	There are 5 differant meats in our sabbath foods .	neutral
Climate changes had already had the effect of reducing the amount of forest land ; the monks accelerated this process by clearing many more acres in order to make room for ever-growing herds of sheep .	The effects of climate change can be seen .	entailment
You will find a number of Mary 's personal effects on display .	A number of Mary 's personal effects can be found on display .	entailment
The island 's burgeoning economic significance propelled population growth , and by the middle of the 15th century Madeira was home to 800 families .	800 families lived on Madeira by the middle of the 15th century .	entailment
Hong Kong has long been China 's handiest window on the West , and the city is unrivaled in its commercial know-how and managerial expertise .	Hong Kong is a great place to find commercial know-how if you are hiring someone new .	neutral
France knew a good thing when she seized one , but then so did Britain .	France knew this was good .	entailment
He celebrated the fact by announcing that the capital would be moved from Calcutta to a whole new city to be built in Delhi .	The capital moved from Calcutta to a new city .	entailment
Saint-Paul-de-Vence	Saint-Paul-de-Vence is a commune in the Provence-Alpes-Côte-d'Azur region in the department of Alpes-Maritimes in the district of Grasse and canton of Cagnes-sur-Mer-Ouest .	neutral
You 'll find galleries in all the major towns and in some of the smaller villages .	The galleries in major towns are more interesting than those in smaller villages .	neutral
Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km ( 4 miles ) from the Sudan border , in the ancient land of Nubia .	Stone would have been too expensive to ship into the Nile Valley .	neutral
Just north of the Shalom Tower is the Yemenite Quarter , its main attractions being the bustling Carmel market and good Oriental restaurants .	The Oriental restaurants have authentic cuisine .	neutral
Visit at sundown or out of season to get the full flavor of the setting .	Visit mid day in tourist season to fully understand .	contradiction
Governed by the great bendahara Mutahir with more diplomacy than military force , the sultanate asserted its supremacy over the whole Malay peninsula ( except for the northernmost Thai-held Patani region ) and across the Melaka Straits to the east coast of Sumatra .	Mutahi ruled by showing force over his subjects .	contradiction
The m ? ? tro ( subway ) is the fastest way to move around the city , but the buses , both in the capital and the other big towns , are best for taking in the sights .	Taking the subway is a good way to experience big city life .	contradiction
Calcutta seems to be the only other production center having any pretensions to artistic creativity at all , but ironically you 're actually more likely to see the works of Satyajit Ray or Mrinal Sen shown in Europe or North America than in India itself .	Most of Mrinal Sen 's work can be found in European collections .	neutral
If you land by boat , Caravelle beach is yours for the using ; otherwise you 'll have to pay a nominal charge to the vacation club that owns the acreage .	You have to pay to use the Caravelle beach if you go by boat .	contradiction
On Samothrakia you can climb to the summit of Mount Fengari , where the God Poseidon watched the Trojan War reach its tragic climax .	The summit of Mount Fengari are off limits and you can not climb to it .	contradiction
Beside the fortress lies an 18th-century caravanserai , or inn , which has been converted into a hotel , and now hosts regular folklore evenings of Turkish dance and music .	The caravanserai was built in the 16th century .	contradiction
Puppet Shows .	Free puppet shows	neutral
Be sure to look around and compare before buying .	Make sure to browse and make comparisons before purchasing .	entailment
Abortive countrywide revolts	The country is in unrest .	entailment
The first , reached from Luxor , is Esna , 54 km ( 33 miles ) by road .	Esna is located 54km away from Luxor .	entailment
All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean .	The all-inclusive units are considered villas and each have a kitchen as well .	neutral
To reach Old Cairo take the Nile River Bus from the jetty near the Ramses Hilton hotel ; it will drop you at the terminus of Masr El-Qadeema ; or take the Cairo metro line 1 to Mari Girgis Station .	The Nile River Bus will not take you to Old Cairo .	contradiction
Marina del Rey is another , where you can also charter a yacht .	One can charter a yacht in Marina del Rey .	entailment
The Irish Architectural Archive , a library of architectural materials , is at number 73 on the south side of the square .	Next to the library on the south side of the square the Irish Architectural Archive can be found .	neutral
One of these walls , the Western Wall , is today a major reminder of Jerusalem 's greatness under Herod .	Jerusalem 's glory under Herod is best exemplified by the Western Wall .	entailment
This marvelous Victorian-Gothic building is famous for the fanciful stone carvings around the base of its pillars ( one pillar , reputedly depicting the club members , shows monkeys playing billiards ) .	The fanciful stone carvings on the pillars ' base are what made the Victorian-Gothic building famous .	entailment
At the delta of the Rh ? ? ne , where its two arms spill into the Medi ? ­ter ? ­ra ? ­nean , the Camargue has been reclaimed from the sea to form a national nature reserve .	The Camargue is a national nature reserve that has been reclaimed from the sea .	entailment
The number of steps built down into the interior means that it is unsuitable for the infirm or those with heart problems .	The interior is well suited for those with cardiac issues .	contradiction
They proclaimed Japan 's mission to bring progress to its backward Asian neighbors in language not so very different from that of the Europeans in Africa or the US in Latin America .	The Japanese were merely following their version of America 's manifest destiny .	neutral
Each caters to a specific crowd , so hunt around until you find the one right for you .	You may have to search a bit before you find one that works for you .	entailment
The Ile Saint-Louis is an enchanted self-contained island of gracious living , long popular with the more affluent gentry and celebrities of Paris .	The Ile Saint-Louis is disliked by some citizens of Paris .	neutral
That first glimpse of the towering , steepled abbey rising from the sea on its rock is a moment you will not forget .	The abbey is not of great height and lacks a steeple .	contradiction
Starting from Scratch	Beginning again .	entailment
The inspired centuries-old design sense of the Italians has turned their country into a delightful emporium of style and elegance for the foreign visitor .	Foreign tourists find that Italy has style and elegance .	entailment
All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean .	The all-inclusive units are considered villas .	entailment
It is housed in a Martello A series of such towers , some 12 m ( 40 ft ) high and 2.5 m ( 8 ft ) thick , were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon .	The largest tower built along the coast was 30 feet high and 6 feet thick .	contradiction
The renowned Theban queen Nefertari , wife of Ramses II , has the most ornate tomb ( number 66 ) but it is not always accessible .	The renowned Theban queen Nefertari has a tomb which is always open to the public ( number 66 ) .	contradiction
Many Greeks in Asia Minor were forced to leave their homes and brought an influence of eastern cadences with them .	The greens in Asia minor were able to stay in their homes .	contradiction
Straightened out for a while , Humayun came back in 1555 with his Persian army to recapture the Punjab , Delhi , and Agra , but the next year his opium habit caused his death ( see page 64 ) .	Straightened out for a bit , Humayun came back in 1555 with his army to recapture the provinces , but was stopped by an opium addiction and a band of rogues .	neutral
The show , which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque .	The show begins at nine o'clock in the morning .	contradiction
The liberation of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan Asia for the Asians .	Old European colonies were liberated .	entailment
Built in a.d. 688 691 , it is decorated in thousands of exquisite , predominantly blue and yellow , Persian ceramic tiles , with Koranic scriptures on the lintels .	Numerous elegant blue and yellow ceramic tiles of Persian origin embellish it .	entailment
The party 's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth .	The party sought to establish ties with the United States .	neutral
Outside the cathedral you will find a statue of John Knox with Bible in hand .	John Knox was someone who read the Bible .	entailment
At the top of the hill is the imposing medieval fortress of Kadifekale .	The church Kadifekale is located at the bottom of the hill .	contradiction
Many who fled have returned .	They all ran and never looked back .	contradiction
The large scale production of entertainment films is a phenomenon well worth seeing several times .	The production of entertainment films can be dull .	contradiction
Cornwall Beach , another private beach with perfect sand and sheltered waters , can be found behind the Jamaica Tourist Office building , a short distance east along Gloucester Avenue .	Another one , Cornwall Beach is located behind the tourist office .	entailment
Around the year 1400 , fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka .	There was fighting over Singapore .	entailment
The Varanasi Hindu University has an Art Museum with a superb collection of 16th-century Mughal miniatures , considered superior to the national collection in Delhi .	There is an art museum with a superb collection of 16th-century Mughal miniatures that the Varanasi Hindu University .	entailment
The great attraction of the church is the splendid exterior , which is crowned by golden onion-shaped cupolas .	The outside of the church is n't much to look at , but the inside is intricately decorated .	contradiction
The Black River , at 71 km ( 44 miles ) , is the longest in Jamaica ; it was an arterial route used to transport rum and lumber from the inland plantations .	The Black River is said to be the shortest in Jamaica .	contradiction
