sentence1	sentence2	label
so we 've been out here well really in the house since December and we 've been uh planting flowers that we could never plant in San Antonio uh	We planted lots of different flowers in San Antonio .	contradiction
oh sure sure right um-hum right	No , no	contradiction
yes i i always turn on the TV set and it seems like i catch that program in the last five minutes and	I often find myself catching only the last five minutes of that program .	entailment
and we decided we 'd just go across the road to the office and see if we could rent anything	We went to the office to see if there was anything we could rent .	entailment
i think that 's great there 's a few places in Houston where they 're trying that out i do n't know if it 's the if they 've done it citywide yet or not where they have the color coded uh bags and uh bins	They have no plans to try it out in Houston .	contradiction
that does n't seem fair does it	There 's no doubt that it 's fair .	contradiction
yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i do n't think it 's like that any more but at that time uh it was very unfair capital punishment was a lot more common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were you know like hundreds of times greater than if you could just communicate well i mean you did n't have to be um you did n't even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um	I never attended school , mom would n't let me .	contradiction
it gets it	it gets it .	entailment
but i think let 's see the teams that were there last year were see somebody from California i do n't even know who won the pennant last year	I 'm not really interested in last year 's teams because I know who the winner was and that 's all that counts .	contradiction
oh well yeah that 's all i have to say thank you	Thank you , that 's all I have to say .	entailment
i think Buffalo is an up an coming team they 're going to they 're showing some real promise for the next uh few years	Buffalo is showing some real promise for the next few years , I think they are an up and coming team .	entailment
well Dana it 's been really interesting and i appreciate talking with you	Dana , this conversation bored me .	contradiction
we have tickets waiting for us	We have no tickets waiting for us .	contradiction
i 'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville	I do not know the weather conditions in Lewisville .	entailment
and it just depends on how bad that person is	It depends on the condition of the person , what kind of nursing home they go to .	neutral
but i think that 's probably a good idea	That 's definitely a terrible idea .	contradiction
and once we came here it was like gosh i just miss that because it really is exciting to be around people of different	It was exciting when we first came here .	neutral
yeah well the jury that originally sentenced him sentenced him to death	The original verdict of the jury was the death penalty .	entailment
um-hum what is your worst then	What is your worst memory ?	neutral
actually i think abortion 's going to take a turn where there 's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think	I believe that the rising popularity of contraceptives will push the abortion rate down .	entailment
you know even even into major things just to keep our car longer because i do n't think we get the money that we put into them out of them in two years or three years and of course i was never in a position where i could trade my car off every two years	I find it to be more cost effective to keep and maintain an older car .	neutral
is n't it i can remember i 've only been here eight years but i can remember coming to work from i used to live in Wylie and i could see downtown Dallas	I could see downtown Dallas from where I lived in Wylie .	entailment
they might be but not at not at the human factors level	Are they hiring ?	neutral
an d now we got the governor she 's going to do that	We have a female governor now , and she is going to go through with it .	entailment
right well the preseason really does n't mean anything either	It is alright that they do n't play well in the preseason , since it does n't matter .	neutral
because i always had to do it and so i just pay someone else to do it and they do the they do the cutting they fertilize they um edge and um i think this year i 'm going to have some landscaping put in	I am going to have someone landscape , since I always have someone do it .	entailment
yeah that 's where i got to too the first i got chills up and down when i heard the on the radio and the first time they started doing the bombing	I saw it on the television and the first time they started doing the marathon .	contradiction
see too much crime on TV and they think it 's way to go i do n't know what do you think	TV has a lot of crime shown on it .	entailment
yeah okay yeah those games are fun to watch you you you watch those games	Those games are really boring .	contradiction
yes that i think that 's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits	I think that makes them feel like outsiders but on the other hand they do receive a lot of tax benefits .	entailment
because the cold weather was just simply trapped along the ground and could n't get away	The weather could n't get away from the ground .	entailment
so i how do you feel that it should be applied	With application how do you think it should be done ?	entailment
and they 're illegal so i do n't think it would do us any good to outlaw them all together	Since they 're illegal , it would n't do us to to outlaw them all together .	entailment
ooh it 's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing	I only watch frivolous things on Thursday nights .	neutral
life track	Life path .	entailment
right that 's that 's supposedly	Right , possibly .	entailment
it 's neat when you think about how she wrote it and stuff otherwise the lyrics are kind of	How she wrote it was pretty cool .	entailment
substitute my my yeah my kid 'll do uh four or five hours this week for me no problem	I just ca n't make the time because of my job .	neutral
yeah so it 's easy to do i 'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it 's about uh maybe eight foot square and but only about two feet tall and when you get to where you 're going it raises up and there 's tenting material	I really want a camper .	entailment
but like they always say you know got a good profit sharing plan just no profit	It 's a good way of sharing money , but there 's no money .	entailment
but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in	These men filed their midterm exams from home .	contradiction
and they have a bar also which is always crowded as can be but it 's it 's an specially fine restaurant and when you consider they take no plastic or checks	They only take cash , which can be inconvenient .	neutral
and the professors who go there and you 're not going to see the professors you know you 're going to see some TA you know uh	You do n't really see the TAs .	contradiction
oh of course	Of course she will	neutral
but how do you know the good from the bad	But how do you know when a choice is good or bad ?	entailment
i always wait for the movie i do n't have time to read the book	The movie is always better than the book .	neutral
but i 've lived up here all my life and i 'm fifty eight years old so i i could	I have moved somewhere else in my life .	contradiction
yeah it is it is and i guess you do n't have to but you know if you look at oh have you ever seen any of the Jacques Teti Teti movies the French movies uh Teti it it	You hate foreign films , right ?	contradiction
are you originally from uh Texas	You 're originally from Texas ?	entailment
as long as you got congressmen and senators that are getting kickbacks kickbacks from these different companies that are getting awarded for the defense contracts that 's never going to happen	There is no corruption in government .	contradiction
because otherwise it 's too it gets if you start them when it 's cooler in the spring then it gets too hot in the summer	You should start them around June in order for them to not get too hot .	neutral
yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we 're required to go attend a uh a counseling session	Even if they say its more positive than what it seems we will have to go to a counseling session .	entailment
do you really romance	Do you really have an affair ?	entailment
yeah i know and i did that all through college and it worked too	I did that all through college but it never worked	contradiction
all they you know thinking that they 're going to have money and jobs and success and everything and then they then there is no jobs and they end up homeless and not knowing anybody and no money and it 's terrible	They always reach their potential and become successful .	contradiction
you can get a hard copy of it and that 's about it	Your only option is to get a hard copy .	entailment
yeah i 've i wish they 'd split that bowling season up into uh three seasons	Bowling season would be better split into thirds .	entailment
yeah but uh do you have small kids	Do you have any children ?	neutral
they 're almost five hundred a month for a one bedroom place	The one bedroom units usually have just one bathroom .	neutral
probably so yeah you can get a head start on it	You can get a head start on it if you plant now .	neutral
i have been and uh some of the boy scouts have been up in there they have got some great hiking trails and camping areas up in there	Boy scouts always know the best place to camp and hike .	neutral
oh constantly	Rarely	contradiction
would you barbecue a turkey or a chicken or	Would you cook a turkey or chicken in a barbecue ?	entailment
but you know they kids seem like when they get ten or twelve years old they fall out of that and and they do n't follow it at all you know there 're very few scouts go on and become Eagle Scouts and and i do n't know what the high rank is for the gals but	All Boy Scouts go on to be Eagle Scouts .	contradiction
oh like if they say i i we just type it in like that	Change it before typing it in .	contradiction
um-hum they have socialized socialized health care	They have socialized health care .	entailment
well i hear my kids are needing me again so i 'll go see what they need and we 'll maybe talk to you again	My kids are hungry and need to be fed dinner .	neutral
well the difficulty is is if you look in the Old Testament and and the numbers of places that uh the Lord went out and just simply struck down and that was part of the problem when they went into the Promised Land that they that they uh they did n't destroy everybody and that that 's	There was no problem when they went into the Promised Land .	contradiction
i ca n't do any jumping up and down because it makes it hurt	The pain is too much after jumping , it needs surgery .	neutral
and you back in you know and or just pull into your spot and uh some you can rent by the year some you can rent daily or nightly or by the week or whatever	The only way of renting them is monthly .	contradiction
yeah and then about every five years you have to dig them up and throw them away and start over again they do n't last forever	You have to dig them up every five years , throw them away and start all over again but it 's worth it .	neutral
and not only that it it opens you to phone solicitations	It prevents you from having to contend with more marketing calls .	contradiction
uh there 's uh some very nice places like the bass which is a uh sort of a huge monolithic rocks that you can you can walk up the beach and into these uh enormous caverns that are partially submerged and you can wade in the pools and so forth very popular tourist spot	One good thing to visit is the huge rocks near the beach , because you can go inside these amazing caverns , and play in the pools formed in the rocks .	entailment
but but it is peaceful i mean it is relaxing to do once you find the time to do it	The time it takes is not very much .	neutral
you know maybe it just was n't possible at all in the first place you know like the no new taxes thing you know that 's uh with the economy going the way it is and everything that was nearly ridiculous thing to	it 's possible to have no new taxes with the way the economy is right now .	contradiction
yeah i 'm i 'm sort of an acting process engineer but not officially but that 's pretty much what i do yeah	Im not officially an acting process engineer but I do the work of one .	entailment
yeah because you look at the statistics now and i 'm sure it 's in your your newspapers just like it is in ours that every major city now the increase of crime is is escalating i mean there are more look at the look at the people there are being shot now i mean every day there 's there 's dozens of dozens of people across the nation they just get blown away for no reason you know stray bullets or California they were going out there and they were shooting and they get these guys and they do n't do anything with them so i kind of i kind of agree with you i 'm kind of you still in the in the uh prison system	Every major city is now showing a decrease in crime .	contradiction
and my and my part-time work you know it 's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i 'll return to my job or whatever we can normally eat out for um under fourteen dollars	We hated the restaurant in Salisbury , it was really expensive to eat at .	contradiction
they really do i i sometimes think that that should be limited more	They are way too free in what they can do , and I think they need to be strongly limited .	neutral
huh no i have n't attempted that i 'm satisfied with what we have right now and we do have a gas credit card and we use that	I am happy with our current cards .	neutral
yeah pay fifteen yeah yes i know yeah and when you pay fifteen dollars a month it sure takes a long time	When you pay $ 100 a month , it take a long time .	contradiction
and i 'll go there for you know two months straight we wo n't go anyplace else	I 'll go there for two months straight , we wo n't go anywhere else .	entailment
well i meant when when you were when you were growing up i mean like Galveston	You grew up in Galveston and I grew up in Dallas .	neutral
i do n't know um-hum	I am not certain .	entailment
or yeah exactly and that 's what i say you 'll you 'll be you 'll be so much better off for it as you get older because you know a lot of kids resent things that parents tell them and and stuff but it 's because you 've been there	Kids do n't like what their parents have told them .	entailment
but i think that 's probably a good idea	That 's potentially a good idea for the company .	neutral
no that 's true and and and Lord knows with that legislature up there they probably did all kinds of things while he was n't looking	The Legislature must be watched .	neutral
yeah well Rochester 's like right on the shores is n't it	Rochester is far from the water .	contradiction
yeah what do you do	What do n't you do ?	contradiction
uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid	Yeah they did a great job with making that person grow old from 5 to 20 years old , except that last part , you totally knew who that actor was .	entailment
yeah because being a student i 'm doing it for the money	This project pays better than most other student jobs .	neutral
but i think a lot of kids it 's funny get the same kind of fears like there 's somebody under the bed	I believe that many children think it 's amusing , the similar uneasiness that there 's someone beneath the bed or hiding in their closet .	neutral
yeah well that 's not really immigration	That is the focus of immigration .	contradiction
well wonderful that 'll be a musician	That will be a person who plays music .	entailment
no uh i have a friend who works for TI and uh i work for a a tire service here in i 'm from Dallas	I used to work for a tire service in Dallas , my hometown , and my friend works part-time for TI .	neutral
yeah i was in Peru Peru but um i there were n't as i recall or at least i was n't aware of that many Americans there except for a very heavy concentration of Peace Corps volunteers this was when the Peace Corps first are started and it was one of the big targets	I knew every American I came into contact with there .	neutral
huh-uh the the yeah see the Taurus Show has the spoiler kit and the and the big engine and the and stuff like that	The Taurus show had a lot of other auto parts .	neutral
right just get you away from the everyday things that are going on we when the children were smaller we used to go to uh Delaware along the ocean ocean most every year and that was fun we stayed mostly in state parks and uh we really enjoyed that	We did n't enjoy staying in the state parks .	contradiction
but i think let 's see the teams that were there last year were see somebody from California i do n't even know who won the pennant last year	I am in the dark as to who won the pennant last year	entailment
true yeah i know it is n't that ridiculous we have cable which helps a lot	It is n't that absurd ; we have cable , which is great .	entailment
yeah well that 's not really immigration	That is not immigration .	entailment
well that 's uh i agree with you there i mean he did n't have the surrounding cast that Montana had there 's no doubt about that	I agree with the fact that he did not have a cast that was as supportive as Montana 's .	entailment
oh yeah well i play softball a couple of times a year it 's they 're getting ready to start up the the season again	They play softball a couple of times per year	entailment
yeah those yeah it was all bloodless and the good guys can get hit all day long and they have to shake it off they do n't they do n't you know get epileptic fits or anything from getting hit on the head	If they 'd have given someone an epileptic fit then the whole thing would have been ten times more believable , that 's all it needed .	neutral
well that 's not why i got it right how do you like your tread mill	That 's the reason I procured it .	contradiction
no i i just painted	I did n't just paint .	contradiction
you sound like this girl that i talked to about books and we got into movies one night	You remind me of talking to a girl about books and movies .	entailment
you sound like this girl that i talked to about books and we got into movies one night	I 've never heard anyone talk the way you do .	contradiction
okay i guess we 're on	I think I 'll have to cancel .	contradiction
so i how do you feel that it should be applied	I really need your help with figuring out how to apply this .	neutral
and and so you know like every other day or or so they have like movies for a dollar Sometimes they 're even free i think uh they showed uh Chima Para Diso free	Tickets to see Chima Para Diso cost money .	contradiction
once you have something and it 's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right	I was watching a program about gardening .	contradiction
yeah yeah you know we 're kind of that way too i try to i 'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and	We tend to deal with several customers as well as government staff .	entailment
um-hum um-hum yeah well uh i can see you know it 's it 's it 's it 's kind of funny because we it seems like we loan money you know we money with strings attached and if the government changes and the country that we loan the money to um i can see why the might have a different attitude towards paying it back it 's a lot us that you know we do n't really loan money to to countries we loan money to governments and it 's the	We loan a lot of money with strings attached .	entailment
they do n't i do n't i do n't work at TI	Neither they nor I work at TI .	entailment
and you fry them with garlic and a little bit of couple dashes of hot pepper	Do not put any garlic or hot pepper in it .	contradiction
yeah they 're still laying off like over in Fort Worth and a lot of other companies too just here and there	There are a lot of companies that are still laying people off .	entailment
have that well and it does n't seem like very many people uh are really i mean there 's a lot of people that are on death row but there 's not very many people that actually um do get killed	There are a lot of people on death row , but not that many actually are executed .	entailment
i know that you know the further we go from Adam the worse the food is for you but God still somehow makes us all be able to still live i think it 's a miracle we 're all still alive after so many generations well the last couple of processed foods you know i mean but i do n't know i like to i like to my i like to be able to eat really healthy you know what am saying and i guess i 'm going to have to wait for the millennium i think though because i do do n't think we 're going to restore the earth to you know i think Jesus is the only one that can make this earth be restored to what it should be	I like to be able to eat real healthy .	entailment
you know things like that But i do n't follow any team i check the scores the next morning and i know how everybody 's doing and that suffices me But	I do n't usually watch the games that are screened at night .	neutral
oh yeah well i play softball a couple of times a year it 's they 're getting ready to start up the the season again	They play softball all times of the year	contradiction
oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they 're usually not not that great or did n't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh	they 're never shown at the dollar movie theater at any point	contradiction
that 's true um-hum well that 's true the America 's paying all this money to have other people give uh aid to other countries so they could be paying their own people and training their own people at the same time	Yeah , America 's spending so much for international aid so they could be training and paying their own people at the same time .	entailment
of course you got to charge it and keep your cash	You have to keep your cash and charge it .	entailment
um i know that i had heard that uh McDonald 's has gotten so much flack about sending their hot foods out in the Styrofoam that they are going to work on something	They are not going to work on anything , because McDonald 's is perfect .	contradiction
yeah well my uh my uh probably one of the biggest decisions i think that was very strengthened for our family was rather than have one child make that decision	The decision made no effect on our family .	contradiction
i have been and uh some of the boy scouts have been up in there they have got some great hiking trails and camping areas up in there	The boy scouts go where there are good hiking trails and camping areas .	entailment
did you use a textured paint or	Did you use red bricks ?	contradiction
i voted in the last national one yeah i 'm not sure if i got the last local one	I 'm not sure if I got to vote in the last local one , but I can ask my friend if he did .	neutral
hm oh is oh that 's great uh-huh do you get the full benefits	I think that is horrible .	contradiction
because we do n't always read the newspaper sometimes it just sits around for a while and then we just chuck it	We save all of our old newspapers whether we read them or not .	contradiction
but you 're without a paycheck during that time and i do n't at least that 's my understanding is even you know the first time you go for counseling and it 's six weeks before you 're back to work	You do n't have a paycheck for six week if you go .	entailment
what was the problem	Was the problem easy to fix ?	neutral
yeah i do remember that and uh i remember as a kid my parents watching the Ed Sullivan Show that was really the big deal in our household was the Ed Sullivan Show yeah i guess i guess it was a Saturday night and i went to see the movie The Doors a couple of days ago and they had this scene	I remember watching the Ed Sullivan Show when I was a kid .	entailment
made it yeah made it all the way through four years of college playing ball but	I played basketball in college .	entailment
well that 's uh i agree with you there i mean he did n't have the surrounding cast that Montana had there 's no doubt about that	I do n't agree when you say that he did n't have as much support as Montana .	contradiction
life in prison then he 's available for parole if it 's if it 's life and a day then he 's not eligible for parole so what you know let 's quit BSing with the system	The system is corrupt because he wo n't be able to get parole if it 's life and a day .	neutral
what was the problem	What was the issue ?	entailment
would you barbecue a turkey or a chicken or	Would you barbecue a cow or veal ?	contradiction
and uh my daughter gets irate when i when i do that because you know she 's a teenager	My daughter never gets mad when I do that .	contradiction
uh-huh so do you have to get a shade tolerant grass is that what you 're	Do you have to get shade tolerant grass ?	entailment
and ancient coins	Ancient coins are the only ones I buy .	neutral
and uh you know it 's like they they consider that but it would be the same way here you know it 's like if if you had to do it you know you have a big sign i 'm sorry i do n't get paid you know	I am paid well , even if it 's here and the same .	contradiction
yeah and every once in a while they 'll have dressing but uh whoever makes it uh goes crazy with the sage	Sometimes they have dressing but they use too much sage and salt .	neutral
uh it 's in Georgia it 's yeah it 's right outside of Macon and and it 's just a i like the way that i like the way that idea of the south is	It 's located just outside of Macon in Georgia .	entailment
um-hum yeah right uh is yours a is it a a slab foundation or pier and beam	Your foundation is being beamed away .	contradiction
that 's their signal	That 's their sign .	entailment
yeah and the music and uh well it had an excellent story line Everything about it was good	every aspect of it was amazing , the best i 've ever seen	neutral
yeah it 's definitely a way out of the way where where as	Yes . There is a definitely a way out of there , where as there is n't a way out of the other field .	neutral
and see the thing is you know he go out and he 'll spend it when he wants you know and uh uh i 'm afraid to i 'm afraid to use that credit card	I have so much debt to begin with .	neutral
you know and he he was talking about that he was talking about nobody went broke over paying thirty percent	He talked about how everybody who paid 30 percent eventually went broke .	contradiction
have you read Tom Clancy	He personally liked Tom Clancy .	neutral
yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that	I can put anything in the ground , but my expertise is definitely with onions .	neutral
i bet it was that they do that you know they they have kittens out there in the garage or out in the barn and the first time you try to get around the kittens you know it 's you 'd have to catch them with a uh a fish net or something because they scamper away so quick	If you have a fish net , you can catch your prey more quickly before your prey scampers away too quickly .	entailment
and if it 's above six hundred you 're going to have to do it and i got one thirty one	If it 's is over six hundred you are required to do it , but I got one thirty one .	entailment
well that would be a help i wish they would do that here we have got so little landfill space left that we 're going to run out before the end of this decade and it 's really going to be	If people cut down the amount of trash they make that would also help solve the problem .	neutral
pretty good newspaper uh-huh	I think this is a decent newspaper .	entailment
no no not at all it	Not all of it	entailment
yeah its too open yeah and there 's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh adjacent to those and uh and it does n't make any difference how windy it is you do n't notice it	No matter how windy it is , you wo n't notice as you ski adjacent to the forty foot cliffs around Possum Kingdom .	entailment
yeah well i i started uh studying mathematics basically because i was really good at that in high school	My worst subject in high-school was mathematics .	contradiction
you sound like this girl that i talked to about books and we got into movies one night	I found out about so many movies I had never heard of .	neutral
yeah i can believe that	I agree with what you said .	entailment
i think there would be an awful lot of resentment and um i i really do n't think it would be feasible on our country	There would be a lot of enjoyment and I think it 's really feasible for the country .	contradiction
i 've even heard of some people being sexually abused	Some people are mentally abused .	neutral
and oh okay and then went to Colorado	After that I left for Colorado .	entailment
yep see we have cable here	No , we do n't have cable here .	contradiction
i always wait for the movie i do n't have time to read the book	I read the book first and never wait for the movie .	contradiction
well that 's good that 's great	Shit , that is bad , that is horrible .	contradiction
they eat a lot of it you know you can take your vitamins and she was telling me to take zinc so anyway i 've been taking enough zinc you know to kill a horse probably i hope it does n't hurt me but anyway i did read one chapter of that	I was told to take zinc .	entailment
yeah that 's that 's a big step yeah	Yes , you have to be committed to make that big step .	neutral
and i and i may have been the only one that did both because the mentality in Dallas was that you could n't like both you had to like one and hate the other	The tradition in Dallas was that you had to like one only .	entailment
yeah because you look at the statistics now and i 'm sure it 's in your your newspapers just like it is in ours that every major city now the increase of crime is is escalating i mean there are more look at the look at the people there are being shot now i mean every day there 's there 's dozens of dozens of people across the nation they just get blown away for no reason you know stray bullets or California they were going out there and they were shooting and they get these guys and they do n't do anything with them so i kind of i kind of agree with you i 'm kind of you still in the in the uh prison system	Crime is escalating now in every major city , however there are plans in place now .	neutral
yes they would they just would n't be able to own the kind of automobiles that they think they deserve to own or the kind of homes that we think we deserve to own we might have to you know just be able to i think if we a generation went without debt then the next generation like if if our our generation my husband and i we 're twenty eight if we lived our lives and did n't become you know indebted like you know our generation before us that um the budget would balance and that we became accustomed to living with what we could afford which we would n't be destitute i mean we would n't be living on the street by any means but just compared to how spoiled we are we would be in our own minds but i feel like the generation after us would oh man it it would be so good it would be so much better it would n't be perfect but then they could learn to live with what what they could afford to save to buy and if you want a nicer car than that well you save a little longer	Society would be perfect and there would be no more war if we could just rid ourselves of our debt .	neutral
oh really it would n't matter if we plant them when it was starting to get warmer	Warmer weather does n't alter planting time .	entailment
uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i 'd give a dollar a roll which two cents a piece which is basically overpriced	I have no clue what a wheat penny is supposed to be .	contradiction
you know getting clothes and stuff every once in awhile exactly	They get socks more often than shirts .	neutral
i spent a number of years in the service as an intelligence analyst	Being an intelligence analyst is hard work .	neutral
and the other thing is the cost it 's almost prohibitive to bring it to a dealer	It 's cheap to bring it to a dealer .	contradiction
yeah yeah i think well i know it 's true you see a lot of that you know rally behind the female she may lose but by golly we 're going to make a statement here	It would n't count for anything if we rallied behind a female candidate .	contradiction
and it just depends on how bad that person is	It depends on the condition of the dog .	contradiction
um-hum they keep you entertained they sure do we have a uh my wife 's uh mother is uh oh about seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she 's more happy to see the dog than she is us	My wife 's mother owns three dogs and loves ours too .	neutral
yeah because those things i think would just snap you know	Because they would survive easily .	contradiction
yeah i 'm i 'm sort of an acting process engineer but not officially but that 's pretty much what i do yeah	Engineers usually need to be licensed and well educated .	neutral
oh i 've never itemized yet	I 've never itemized before because it 's too difficult .	neutral
well in a way you can travel light	You can travel light .	entailment
now you know the ball 'll go straight and i go i never broke a club or anything but you know i 'd get upset about it sometimes and now i guess you know being in my forties i just kind of mellowed out a little bit i do n't get upset any more so	I still get upset when I do n't perform well .	contradiction
oh i 'll bet they did	I 'm bet they did after getting into trouble .	neutral
yes uh i bought a uh Bristol thirty five five for my wife	I bought the Bristol from the old pawn shop near the docks .	neutral
to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then	Last year we planned to do that during winter and it was nice and cold .	neutral
oh of course	Of course	entailment
and going to school is also always very prohibitive now unless your parents are wealthy	Wealthy parents are necessary for school .	neutral
ooh that does get high yeah i mean	That does increase , yeah .	entailment
yeah that 's true the traffic um yeah yeah	That 's not true about the traffic .	contradiction
oh i enjoyed it i mean it was just more for my money	It was worth the money for the time .	neutral
but we 're taking our time we 're going uh try to make our decision by July	We need to think more before making the decision .	neutral
well i think that 's about all my pet stories right now so	I have more to share about my animals .	contradiction
but uh that has been the major change that we have noticed in gardening and that 's about the extent of what we 've done just a little bit on the patio and uh and waiting for the the rain to subside so we can mow we after about a month we finally got to mow this weekend	We have not done much gardening yet because of the rain .	entailment
i cried when the horse got killed and when the wolf got killed	I went through the entire thing without crying .	contradiction
uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i 'd give a dollar a roll which two cents a piece which is basically overpriced	I made a good dollar while selling them .	neutral
yes everybody in the country is preapproved i think	everybody in the USA is approved already	neutral
so do you have do you have the long i guess not not if there 's see i was raised in New York but i guess up there you all do n't have too long of a growing season do you	I suppose you have a shorter growing season where you are .	entailment
and then i got into it and then back out of it and it it just seems like every couple of years i get back in there	I have been into it on and off in the past years .	entailment
yeah i mean just when uh the they military paid for her education	The military did n't pay for her education .	contradiction
